iter	Logloss
565	0.4695751953
566	0.4695286942
567	0.4694641495
568	0.4694086456
569	0.4693322372
570	0.4692662811
571	0.4691951752
572	0.4691317749
573	0.4690786743
574	0.4690224457
575	0.4689856339
576	0.4689382172
577	0.4688846207
578	0.4688204956
579	0.4687746429
580	0.4687461472
581	0.4686717224
582	0.4686082458
583	0.4685590363
584	0.4684923553
585	0.4684426498
586	0.4683648682
587	0.46826828
588	0.4682082748
589	0.4681764984
590	0.4681291199
591	0.4680845261
592	0.4680357361
593	0.4679883575
594	0.467929306
595	0.4678307724
596	0.4677556992
597	0.4676993561
598	0.467610054
599	0.4675258255
600	0.4674692535
601	0.4674221039
602	0.4673768616
603	0.4673316956
604	0.4672550964
605	0.4672202301
606	0.4671469498
607	0.4670829773
608	0.467001152
609	0.4669179535
610	0.4668579865
611	0.4667733765
612	0.4667123413
613	0.4666732025
614	0.4666228485
615	0.4665805054
616	0.4665102768
617	0.4664592743
618	0.4663751602
619	0.466313858
620	0.4662605667
621	0.4661963654
622	0.4661517715
623	0.4661001968
624	0.4660363007
625	0.4660005569
626	0.465923233
627	0.4658581924
628	0.4657944489
629	0.465737915
630	0.4656792831
631	0.4656248474
632	0.4655633545
633	0.4654987335
634	0.4654369736
635	0.4653702164
636	0.4653072357
637	0.4652599716
638	0.4652235413
639	0.4651829147
640	0.4651225281
641	0.4650214005
642	0.4649616623
643	0.4649362946
644	0.4648777008
645	0.4648368835
646	0.4647816086
647	0.4647315979
648	0.4646700287
649	0.4646257019
650	0.4645677185
651	0.4645083618
652	0.4644581604
653	0.4644060898
654	0.4643336868
655	0.464260025
656	0.4642002106
657	0.4641510773
658	0.4641080475
659	0.4640299606
660	0.4639627075
661	0.463891449
662	0.4638396454
663	0.4637785339
664	0.4637384796
665	0.4636773682
666	0.463633461
667	0.4635758972
668	0.4635140991
669	0.4634299469
670	0.4633837891
671	0.4633374023
672	0.4632786179
673	0.4632341766
674	0.4632048416
675	0.463152771
676	0.4630899811
677	0.4630255127
678	0.4629719925
679	0.4629286194
680	0.4628647232
681	0.4628179169
682	0.4627681732
683	0.4627272034
684	0.462676239
685	0.4626434326
686	0.462614975
687	0.4625485229
688	0.4625029755
689	0.4624699402
690	0.4624382782
691	0.4624046326
692	0.4623411179
693	0.4623115921
694	0.4622673035
695	0.4622111893
696	0.462170372
697	0.4620913696
698	0.4620436859
699	0.4620172119
700	0.4619461823
701	0.4619039917
702	0.4618473816
703	0.4618075943
704	0.4617296219
705	0.4616835785
706	0.4616233063
707	0.4615792847
708	0.4615563202
709	0.4615079498
710	0.4614545441
711	0.4614033508
712	0.4613567352
713	0.461304245
714	0.4612427139
715	0.4611771011
716	0.4611165619
717	0.4610713196
718	0.4610058594
719	0.4609658051
720	0.4609170914
721	0.4608663177
722	0.4608490372
723	0.4607960129
724	0.4607837677
725	0.4606861877
726	0.4606484222
727	0.4605810165
728	0.4605555344
729	0.4604878235
730	0.4604489136
731	0.460410347
732	0.460368576
733	0.4603330612
734	0.4602719879
735	0.4602219391
736	0.4601737213
737	0.4600893402
738	0.460031662
739	0.4600006485
740	0.4599423981
741	0.459864769
742	0.4598042679
743	0.4597619247
744	0.4597026825
745	0.4596448517
746	0.4596025848
747	0.4595611572
748	0.4595149994
749	0.4594706345
750	0.4594190979
751	0.4593723297
752	0.4593297577
753	0.4592866516
754	0.4592337036
755	0.4591951752
756	0.4591389465
757	0.4590943527
758	0.4590394211
759	0.4589920044
760	0.4589225769
761	0.4588821411
762	0.4588294601
763	0.4587769699
764	0.4587477112
765	0.4587137604
766	0.4586669922
767	0.4585935593
768	0.4585531235
769	0.4585049438
770	0.4584598541
771	0.4584014893
772	0.4583402252
773	0.4582846832
774	0.4582402802
775	0.4581706238
776	0.4581199646
777	0.4580754089
778	0.4580381775
779	0.4579827118
780	0.4579408646
781	0.4578874207
782	0.4578507996
783	0.4577938843
784	0.4577577209
785	0.457717514
786	0.4576762772
787	0.4576114655
788	0.4575418854
789	0.4575211334
790	0.4574799728
791	0.4574156952
792	0.4573410034
793	0.4573023224
794	0.4572455597
795	0.4571996689
796	0.4571444702
797	0.4570746613
798	0.4570239258
799	0.4569814301
800	0.4569470215
801	0.4569051361
802	0.4568774414
803	0.4568437576
804	0.4567900085
805	0.4567677307
806	0.4567097473
807	0.4566688919
808	0.4566192627
809	0.4565874863
810	0.456559906
811	0.456509285
812	0.4564718246
813	0.4564325714
814	0.4563918686
815	0.4563353729
816	0.4563036346
817	0.4562525558
818	0.4562107468
819	0.4561623383
820	0.4561091614
821	0.4560577393
822	0.4560384369
823	0.4560031128
824	0.4559542847
825	0.4559152985
826	0.4558492661
827	0.4557745361
828	0.4557073975
829	0.4556802368
830	0.4556263733
831	0.4555878448
832	0.4555375671
833	0.455471344
834	0.4554308319
835	0.4553926849
836	0.4553516388
837	0.4552925873
838	0.455242424
839	0.4551973724
840	0.4551442719
841	0.4551091766
842	0.4550311279
843	0.4549683762
844	0.4549098206
845	0.4548685455
846	0.4548338318
847	0.454793129
848	0.4547374725
849	0.4546995926
850	0.4546465302
851	0.4545711517
852	0.4545461655
853	0.4545155334
854	0.454465065
855	0.4544144058
856	0.4543603897
857	0.4543273926
858	0.454269371
859	0.4542243195
860	0.4542035675
861	0.4541420364
862	0.4540936279
863	0.454039917
864	0.4540036774
865	0.4539593506
866	0.4538743591
867	0.4538455963
868	0.4538094711
869	0.4537737274
870	0.453712616
871	0.4536319733
872	0.4535567093
873	0.4535131454
874	0.4534725189
875	0.4534339905
876	0.4534119797
877	0.453339386
878	0.4532965851
879	0.4532702637
880	0.4532283401
881	0.4531925201
882	0.4531517792
883	0.4531178665
884	0.4530874634
885	0.4530364227
886	0.4530020142
887	0.4529800034
888	0.4529380035
889	0.452907753
890	0.452855072
891	0.4528177643
892	0.4527491379
893	0.4527339172
894	0.4527005005
895	0.4526419449
896	0.4526073456
897	0.4525845718
898	0.4525470734
899	0.4525071716
900	0.4524600601
901	0.4524207306
902	0.4523700333
903	0.4523123932
904	0.4522840118
905	0.4522634125
906	0.452210083
907	0.4521733093
908	0.4521265411
909	0.4520776749
910	0.4520007324
911	0.451963501
912	0.4519263077
913	0.4518797302
914	0.4518470001
915	0.451785965
916	0.4517597198
917	0.451737175
918	0.451692276
919	0.4516461563
920	0.4516029358
921	0.4515792084
922	0.4515280151
923	0.4514948654
924	0.4514399719
925	0.4514274979
926	0.4513883209
927	0.4513634872
928	0.4513459015
929	0.451315155
930	0.4512901688
931	0.4512326431
932	0.4511972809
933	0.4511489868
934	0.4511092758
935	0.4510818481
936	0.4510475159
937	0.4509973145
938	0.4509482574
939	0.4509073257
940	0.4508416748
941	0.450802002
942	0.4507305145
943	0.4506919861
944	0.4506337738
945	0.4505854416
946	0.4505455017
947	0.4504971313
948	0.4504566956
949	0.4504046249
950	0.4503750229
951	0.4503574371
952	0.4503435135
953	0.4503059006
954	0.4502338028
955	0.4501885223
956	0.4501473618
957	0.450102272
958	0.4500474548
959	0.4499827576
960	0.4499233627
961	0.4498732376
962	0.4498430634
963	0.4497945023
964	0.4497668076
965	0.4497240448
966	0.4496733093
967	0.449645462
968	0.4495769882
969	0.4495545197
970	0.4494997025
971	0.4494337463
972	0.4493847656
973	0.4493216705
974	0.4492516327
975	0.4492383194
976	0.4492089081
977	0.4491763306
978	0.4491281509
979	0.4490780258
980	0.4490135193
981	0.4489389038
982	0.4489019775
983	0.4488525391
984	0.448785553
985	0.4487472916
986	0.4486958313
987	0.4486605072
988	0.4486341095
989	0.44858181
990	0.4485519409
991	0.4484976959
992	0.4484521484
993	0.4484178162
994	0.4483905792
995	0.4483187866
996	0.4482839584
997	0.4482297516
998	0.4481882858
999	0.4481462097
